OBJECTID,Lease or Claim Name,Lease or Claim Type,Commodity,Stock Raising Homestead Act,MLRS Casefile Number,Casefile Number,Case Type,BLM Administrative Unit,GIS Acres,GLOBALID,Shape__Area,Shape__Length
8726,CLAIM 7A,LodeClaim,UN,U,OR101789285,ORMC175387,384101,ORW02,159.49801929,c59e247a-09d0-4089-b4d9-a635ec41d8c0,7.82625752435706E-05,0.0361712036079332
8727,CLAIM 7A,LodeClaim,UN,U,OR101789285,ORMC175387,384101,ORW02,157.64627313,dad70114-cc7b-4f09-bb1d-fbf155a79a22,7.73529172874987E-05,0.035927287785099
8728,MILLING CLAIM 8A,LodeClaim,UN,U,OR101789286,ORMC175388,384101,ORW02,159.09968366,4237213b-bb2e-4598-9b85-53112bb1f93b,7.80210871198506E-05,0.0360633015707844
8729,CLAIM 9,LodeClaim,UN,U,OR101789287,ORMC175389,384101,ORW02,159.85841673,060d5549-8df5-4fbc-847d-67b714a2732b,7.84404901423841E-05,0.0362037433794176
8730,CLAIM 9,LodeClaim,UN,U,OR101789287,ORMC175389,384101,ORW02,160.6479545,43db9a20-bf8a-4791-84ea-28260c6029de,7.88168117651367E-05,0.0362723489717007
8731,CLAIM 10,LodeClaim,UN,U,OR101789288,ORMC175390,384101,ORW02,159.85841673,1243e18d-2183-4af8-bbf5-2ef51702af2a,7.84404901423841E-05,0.0362037433794176
8732,CLAIM 10,LodeClaim,UN,U,OR101789288,ORMC175390,384101,ORW02,159.49801929,d9bb891c-68b8-41b7-8795-147632b7b2e4,7.82625752435706E-05,0.0361712036079332
8733,CLAIM 10,LodeClaim,UN,U,OR101789288,ORMC175390,384101,ORW02,160.6479545,44c689d5-1d78-4797-8f3d-addbed5211a1,7.88168117651367E-05,0.0362723489717007
8734,CLAIM 10,LodeClaim,UN,U,OR101789288,ORMC175390,384101,ORW02,160.1281397,5b500e7e-735f-4be8-bfcc-d318c4e2024e,7.85607439865998E-05,0.0362259129592695
8735,ORO FINO,LodeClaim,UN,U,OR101812868,ORMC176647,384101,ORM07,161.60611725,63a67b98-c0f3-448c-9e5e-bacf501887a9,7.17413777238107E-05,0.034260072435854
8736,OAK MINE,LodeClaim,UN,U,OR101818091,ORMC176622,384101,ORM07,159.74057743,6c7f96e1-0d9e-4651-9343-d69585fdccbd,7.09131995790813E-05,0.0340585860070625
8737,ORO FINO,LodeClaim,UN,U,OR101812868,ORMC176647,384101,ORM07,20.76231173,a9a1b1ff-8d68-4af3-8649-a2fcaf0bbab4,9.21705259315786E-06,0.0134345892270129
8738,HAWGZ GOLD,PlacerClaim,UN,U,OR101559197,ORMC176762,384201,ORM07,160.05395664,84b4a585-164c-4ef1-ae51-90990ffcdee7,7.10424274075194E-05,0.0340829866277502
8739,PICKETT CREEK ONE,PlacerClaim,UN,U,OR101739583,ORMC177105,384201,ORM07,161.14035928,8dcda526-a219-4938-9da9-e2a6cc31a2bb,7.14668658474693E-05,0.0341737439738073
8740,UPPER HAWGZ GOLD,PlacerClaim,UN,U,OR101617271,ORMC177308,384201,ORM07,160.05395664,6043f2ee-9211-41e7-afe4-04d90f9d5784,7.10424274075194E-05,0.0340829866277502
8741,SARA SEANTAE ONE,PlacerClaim,UN,U,OR101856537,ORMC174018,384201,ORM00,161.7198626,f3bb185a-7d86-4320-a9f3-ba28554e122f,7.17388643352024E-05,0.0342814294581358
8742,RUSSELL MARIE 1,LodeClaim,UN,U,OR101644020,ORMC173651,384101,ORW03,162.4325689,77ca9682-55b6-4bba-b8b2-e30eb74d8c91,8.04249434622761E-05,0.0366168259607364
8743,CLIFF,LodeClaim,UN,U,OR101853726,ORMC174110,384101,ORW03,169.18240736,2d720470-08cb-4c12-abc3-48e7a81cab01,8.37675970615237E-05,0.038292685823185
8744,KM-36,LodeClaim,UN,U,OR101558968,ORMC176733,384101,ORL05,164.38943206,0b07f4ae-8430-4576-82aa-0da44d9d930b,7.30344336261624E-05,0.0345708832058907
8745,KM-33,LodeClaim,UN,U,OR101558965,ORMC176730,384101,ORL05,164.38943206,f6a21ce2-d387-4487-8db1-53f4f6fbabc8,7.30344336261624E-05,0.0345708832058907
8746,KM-34,LodeClaim,UN,U,OR101558966,ORMC176731,384101,ORL05,164.38943206,85ef432b-a4b9-421c-8ef1-4310ba6f6656,7.30344336261624E-05,0.0345708832058907
8747,KM-35,LodeClaim,UN,U,OR101558967,ORMC176732,384101,ORL05,164.38943206,c0c64db0-6d32-4ba5-9b11-dcb59acb10bd,7.30344336261624E-05,0.0345708832058907
8748,KM-37,LodeClaim,UN,U,OR101558969,ORMC176734,384101,ORL05,164.38943206,7705ac7e-bc17-4779-a6c2-7a2822c3b434,7.30344336261624E-05,0.0345708832058907
8749,KM-38,LodeClaim,UN,U,OR101558970,ORMC176735,384101,ORL05,164.38943206,a928312a-740e-4e8c-8eed-eab20a40737f,7.30344336261624E-05,0.0345708832058907
8750,KM-39,LodeClaim,UN,U,OR101558971,ORMC176736,384101,ORL05,164.3836358,a244903f-d462-44cd-a76f-7eb0cebe7944,7.30324873075006E-05,0.0345715067111986
8751,KM-40,LodeClaim,UN,U,OR101558972,ORMC176737,384101,ORL05,164.3836358,70b60317-1179-4a0d-99a5-7b377395169c,7.30324873075006E-05,0.0345715067111986
8752,SARA SEANTAE TWO,PlacerClaim,UN,U,OR101856538,ORMC174019,384201,ORM00,161.7198626,56a82188-3851-43ec-b89c-6485d072ae04,7.17388643352024E-05,0.0342814294581358
8753,NORTH FORK,PlacerClaim,UN,U,OR101475520,ORMC174354,384201,ORM07,79.8644555,5ead629f-6806-4f2e-825b-cb4677f029ba,3.54547610186273E-05,0.0268502928234357
8754,ROBERTO I,PlacerClaim,UN,U,OR101639624,ORMC174438,384201,ORM00,80.23451913,d9f0b8d5-489d-4883-8c0b-5b33bef5c575,3.56029909198696E-05,0.0268753391003974
8755,ROBERTO II,PlacerClaim,UN,U,OR101639625,ORMC174439,384201,ORM00,80.23451913,c64b889a-e81d-4450-a4c1-9c0383d575d9,3.56029909198696E-05,0.0268753391003974
8756,THU 13,LodeClaim,UN,U,OR101712639,ORMC176465,384101,ORM06,161.97317451,1fd8b728-1346-43ab-bba1-c91e14e49d79,7.143873062887E-05,0.0342106435384529
8757,THU 13,LodeClaim,UN,U,OR101712639,ORMC176465,384101,ORM06,162.55447737,f068c816-f025-4fcf-aba8-af9e48ae2b66,7.17031830390624E-05,0.0342916584042433
8758,THU 13,LodeClaim,UN,U,OR101712639,ORMC176465,384101,ORM06,165.18179031,8156ce7d-6815-475e-a374-277f1e4a3161,7.28618392713543E-05,0.0345342344849315
8759,THU 13,LodeClaim,UN,U,OR101712639,ORMC176465,384101,ORM06,161.83500357,aea54617-9f04-44da-a424-6c83fee24f0a,7.13775107215042E-05,0.0342273497373856
8760,THU 14,LodeClaim,UN,U,OR101712640,ORMC176466,384101,ORM06,162.68654302,5c17349b-9b69-439b-956d-07058c1b7a19,7.17695747880498E-05,0.0342587661625694
8761,THU 14,LodeClaim,UN,U,OR101712640,ORMC176466,384101,ORM06,163.86191635,88c0dac5-6269-43cc-a439-c894698467d5,7.22798190508911E-05,0.0344076372058841
8762,APEX QUARTZ,LodeClaim,UN,U,OR101871866,ORMC177598,384101,ORM06,159.96656277,f15cf07d-2079-4128-86fb-80522807ea75,7.06020096004067E-05,0.033980046132379
8763,GOLDEN QUARTZ,LodeClaim,UN,U,OR101872812,ORMC177607,384101,ORM06,165.01229836,db2dcb32-2263-449c-87ba-e2ea65024621,7.2828964675864E-05,0.0345960844574557
8764,QUARTZ MATRIX,LodeClaim,UN,U,OR101872813,ORMC177608,384101,ORM06,159.96656277,22b3a3a4-a2b8-4db6-8767-cb46f339a34f,7.06020096004067E-05,0.033980046132379
8765,HOGAN'S FIND,PlacerClaim,UN,U,OR101471839,ORMC172726,384201,ORM06,160.5916745,b586fe06-6605-4ba4-9501-a554466e3e49,7.08535776539065E-05,0.0340338072009072
8766,HOGAN'S FIND,PlacerClaim,UN,U,OR101471839,ORMC172726,384201,ORM06,165.22944613,4a3804a4-7805-4efa-9be7-f1e106890865,7.289974428204E-05,0.0346179076424674
8767,MESTAR GULCH,PlacerClaim,UN,U,OR101358200,ORMC174333,384201,ORM06,160.5916745,d09e1981-7c71-40b8-bff0-2cfe633377bd,7.08535776539065E-05,0.0340338072009072
8768,LT 8,LodeClaim,UN,U,OR101597125,ORMC174537,384101,ORM00,161.32266655,01cf70cd-64d8-49d5-b29a-1b79fce5ec2d,7.11989537194313E-05,0.0341384497156377
8769,LT 8,LodeClaim,UN,U,OR101597125,ORMC174537,384101,ORM00,160.87061955,7a4053e4-1629-4884-ae31-4b6815324fd0,7.09914161234337E-05,0.0340865033465296
8770,KM-41,LodeClaim,UN,U,OR101558973,ORMC176738,384101,ORL05,164.3836358,7d9eef39-3aa2-42e2-befc-ef4bd8abaa37,7.30324873075006E-05,0.0345715067111986
8771,KM-42,LodeClaim,UN,U,OR101558974,ORMC176739,384101,ORL05,164.3836358,dee6a430-c10b-4764-868b-35b3116490cd,7.30324873075006E-05,0.0345715067111986
8772,KM-43,LodeClaim,UN,U,OR101558975,ORMC176740,384101,ORL05,164.4479928,42a13913-2bd5-409a-9068-b2c53c546840,7.30619194655446E-05,0.0345779687443751
8773,KM-44,LodeClaim,UN,U,OR101558976,ORMC176741,384101,ORL05,164.4479928,d60e00b3-f00c-4f1b-aff0-7f588ec5dc56,7.30619194655446E-05,0.0345779687443751
8774,SCHILLER MINE,LodeClaim,UN,U,OR102008061,ORMC176947,384101,ORL05,163.76625318,7441b94c-2028-4341-9612-8bb53bdab06a,7.27945057406032E-05,0.034501455909906
8775,BEOWULF #1,LodeClaim,UN,U,OR101573958,ORMC177055,384101,ORL05,164.3836358,24d3ce3a-b6ad-47ed-b761-100d1ab53159,7.30324873075006E-05,0.0345715067111986
8776,AVENTURESCENCE,LodeClaim,UN,U,OR101843194,ORMC177624,384101,ORL05,164.3525853,f6f01ab6-6a79-43cc-b4bc-ed71c0d1aa70,7.30016422494373E-05,0.0345619010934917
8777,BURRITO,LodeClaim,UN,U,OR101577475,ORMC173563,384101,ORL05,165.2252515,f65bfa19-f64c-4521-b9d3-2b8bb267ffbb,7.34123655092844E-05,0.0346593006075773
8778,BURRITO,LodeClaim,UN,U,OR101577475,ORMC173563,384101,ORL05,164.82274544,8643a983-7c89-4122-80ea-1ca933cb3568,7.32248604435881E-05,0.0346139346875723
8779,GOLDSHEEN,LodeClaim,UN,U,OR101577476,ORMC173564,384101,ORL05,165.2252515,d4867a78-6dba-4022-a7b3-de0eca45c641,7.34123655092844E-05,0.0346593006075773
8780,SPIRIT OF THE WEST,PlacerClaim,UN,U,OR101552635,ORMC176669,384201,ORM06,158.67888982,9e7c780b-2e18-49fd-93af-682e04adc956,7.000151936154E-05,0.0338008399516188
8781,SPIRIT OF THE WEST,PlacerClaim,UN,U,OR101552635,ORMC176669,384201,ORM06,160.82214645,f3daeb2d-0f5f-415c-b2c7-745a8a55bd74,7.09472296875902E-05,0.034055466713236
8782,YELLOWHORN 2,LodeClaim,UN,U,OR101384780,ORMC172738,384101,ORM00,163.62617377,e9c781d3-2b1b-4903-a361-d9f502e43a0f,7.2738714152365E-05,0.0345441322671079
8783,UPPER DITCH CREEK 3,PlacerClaim,UN,U,OR101857547,ORMC177124,384201,ORM05,161.9984138,faa7927c-6703-47fe-aaad-a536fb83e5a9,7.19822733117326E-05,0.0343360282175543
8784,UPPER DITCH CREEK 4,PlacerClaim,UN,U,OR101857548,ORMC177125,384201,ORM05,161.9984138,ecf145ee-3bca-40f4-9c4f-efacf58b5393,7.19822733117326E-05,0.0343360282175543
8785,YELLOWHORN 1,LodeClaim,UN,U,OR101732659,ORMC174072,384101,ORM00,163.62617377,59be9c43-78ef-4708-b45a-f4a529b57bb6,7.2738714152365E-05,0.0345441322671079
8786,JEANIE,PlacerClaim,UN,U,OR101555482,ORMC175536,384201,ORM07,165.33618083,900f31cc-ad5e-408b-ab96-c2d5ba7cef65,7.35076978344296E-05,0.0347228012877146
8787,DAISY 1,LodeClaim,UN,U,OR101712867,ORMC176589,384101,ORM07,169.66621805,4870e51d-c368-4b5b-b5f3-6a71feeb55b0,7.53977442400355E-05,0.035038898067593
8788,DAISY 1,LodeClaim,UN,U,OR101712867,ORMC176589,384101,ORM07,160.90516809,2321f1c7-6e8c-44cf-a17c-6f8f4fd62958,7.14960751793114E-05,0.0343580512169504
8789,DAISY 2,LodeClaim,UN,U,OR101712868,ORMC176590,384101,ORM07,169.66621805,94a34bf8-9ee7-4507-8334-ca63c135f5d8,7.53977442400355E-05,0.035038898067593
8790,DAISY 2,LodeClaim,UN,U,OR101712868,ORMC176590,384101,ORM07,160.90516809,5b23658f-d2b2-487e-a377-d3d9b5ecbc78,7.14960751793114E-05,0.0343580512169504
8791,DAISY 3,LodeClaim,UN,U,OR101712869,ORMC176591,384101,ORM07,160.90516809,0f2e3013-0a3f-4c62-84ec-779552c72581,7.14960751793114E-05,0.0343580512169504
8792,LC16,LodeClaim,UN,U,OR101895826,ORMC173319,384101,ORW00,158.09885523,496e7656-c3e2-4437-8915-b22768c215af,7.82216043262451E-05,0.0360902023448343
8793,LC14,LodeClaim,UN,U,OR101895824,ORMC173317,384101,ORW00,158.09885523,8a658e22-69d9-4ec6-b092-1137c36328b6,7.82216043262451E-05,0.0360902023448343
8794,LC15,LodeClaim,UN,U,OR101895825,ORMC173318,384101,ORW00,158.09885523,88f84648-c8a1-47b6-a2f6-00a6fe683052,7.82216043262451E-05,0.0360902023448343
8795,LC80,LodeClaim,UN,U,OR101578657,ORMC173538,384101,ORW00,150.29587031,1dad5ee6-9c6f-486f-b905-411cc9bf4fdf,7.43607056392648E-05,0.035050225270803
8796,CLAIM 13,LodeClaim,UN,U,OR101789291,ORMC175393,384101,ORW02,159.49801929,ad45e6cf-7720-471f-bc16-f4d9f6a52d53,7.82625752435706E-05,0.0361712036079332
8797,CLAIM 11,LodeClaim,UN,U,OR101789289,ORMC175391,384101,ORW02,159.85841673,0c393d8a-23a1-4e73-bc9a-6333e8316d43,7.84404901423841E-05,0.0362037433794176
8798,CLAIM 11,LodeClaim,UN,U,OR101789289,ORMC175391,384101,ORW02,159.49801929,f7821d2f-d71e-4bf6-8598-2663507dcef1,7.82625752435706E-05,0.0361712036079332
8799,CLAIM 12,LodeClaim,UN,U,OR101789290,ORMC175392,384101,ORW02,159.49801929,62015ff2-11f3-4b37-b134-2b49bfdcd0a9,7.82625752435706E-05,0.0361712036079332
8800,CLAIM 14,LodeClaim,UN,U,OR101789292,ORMC175394,384101,ORW02,159.49801929,537bd536-39c7-42cc-a1e7-fc6b2ed0779f,7.82625752435706E-05,0.0361712036079332
8801,CLAIM 14,LodeClaim,UN,U,OR101789292,ORMC175394,384101,ORW02,160.1281397,d9a7dbff-63c7-4f24-a664-0e309af882c5,7.85607439865998E-05,0.0362259129592695
8802,CLAIM 15,LodeClaim,UN,U,OR101789293,ORMC175395,384101,ORW02,159.49801929,2a281ee9-3c20-49b3-a495-db8c16863cd2,7.82625752435706E-05,0.0361712036079332
8803,CLAIM 15,LodeClaim,UN,U,OR101789293,ORMC175395,384101,ORW02,160.1281397,8daa7d4e-cdea-444e-affc-a11c164a03d0,7.85607439865998E-05,0.0362259129592695
8804,CLAIM 16,LodeClaim,UN,U,OR101789294,ORMC175396,384101,ORW02,160.1281397,153b2215-9b74-4d43-b6d0-de519a783421,7.85607439865998E-05,0.0362259129592695
8805,CLAIM 17,LodeClaim,UN,U,OR101789295,ORMC175397,384101,ORW02,160.6479545,3b1e44ba-9047-4399-acb7-fce22e6b3645,7.88168117651367E-05,0.0362723489717007
8806,DAISY 4,LodeClaim,UN,U,OR101712870,ORMC176592,384101,ORM07,160.90516809,ea0a6652-9f08-4083-87b8-7a8a80f8b2c3,7.14960751793114E-05,0.0343580512169504
8807,DAISY 5,LodeClaim,UN,U,OR101712871,ORMC176593,384101,ORM07,169.66621805,2670d2bf-d1b7-49d4-bd5c-3bd2004108b9,7.53977442400355E-05,0.035038898067593
8808,REPUBLIC MINING 1,PlacerClaim,UN,U,OR101812869,ORMC176648,384201,ORR05,164.86446268,9ed5a797-df84-4233-b578-dbe3f8ab3607,7.36604411031294E-05,0.034558236150723
8809,REPUBLIC MINING 2,PlacerClaim,UN,U,OR101812870,ORMC176649,384201,ORR05,164.86446268,6d9eb458-54fb-4352-b194-4a1831be24b9,7.36604411031294E-05,0.034558236150723
8810,REPUBLIC MINING 3,PlacerClaim,UN,U,OR101812871,ORMC176650,384201,ORR05,160.77936405,367c96be-e229-4b31-b086-423a87ee1b17,7.18265814612096E-05,0.0341977767338041
8811,REPUBLIC MINING 4,PlacerClaim,UN,U,OR101812872,ORMC176651,384201,ORR05,160.77936405,9dc512f1-7ff6-4d51-a927-f8b2a32ca5ac,7.18265814612096E-05,0.0341977767338041
8812,REPUBLIC MINING 5,PlacerClaim,UN,U,OR101812873,ORMC176652,384201,ORR05,160.77936405,6054a5d8-96ff-4f61-8211-ddcd15f0877b,7.18265814612096E-05,0.0341977767338041
8813,MIDGET PLACER,PlacerClaim,UN,U,OR101611093,ORMC177438,384201,ORR05,170.65190519,769226cd-6f13-4fea-868c-ca182eec5117,7.6272858223092E-05,0.0355503673650249
8814,NUGGEST PATCH PLACER,PlacerClaim,UN,U,OR101611094,ORMC177439,384201,ORR05,171.1778781,26e3e227-7496-4509-88c0-e0bcfa4227ff,7.65347990636656E-05,0.0352574802385765
8815,NUGGEST PATCH PLACER,PlacerClaim,UN,U,OR101611094,ORMC177439,384201,ORR05,171.44297484,95bb739e-0032-4af2-817a-2c091c748173,7.66533707974304E-05,0.0352730747339659
8816,WS 242,PlacerClaim,UN,U,OR101783255,ORMC173893,384201,ORV04,161.6580267,d3342f21-963c-4f18-8e7b-a668e24af72b,7.33833976482856E-05,0.0346853551398143
8817,WS 239,PlacerClaim,UN,U,OR101783252,ORMC173890,384201,ORV04,161.6580267,4b22a1e6-c169-4f5d-8dd1-ed7ccb1af514,7.33833976482856E-05,0.0346853551398143
8818,CLAIM 17,LodeClaim,UN,U,OR101789295,ORMC175397,384101,ORW02,160.1281397,7eb5ed03-7b9f-4ec0-9006-033813f853e0,7.85607439865998E-05,0.0362259129592695
8819,CLAIM 18,LodeClaim,UN,U,OR101790399,ORMC175398,384101,ORW02,160.6479545,8b481fd8-f961-4fd2-86a2-18ac7d6b0088,7.88168117651367E-05,0.0362723489717007
8820,CLAIM 18,LodeClaim,UN,U,OR101790399,ORMC175398,384101,ORW02,160.1281397,ad0cca11-89f3-449d-a507-f36f3e8d95b6,7.85607439865998E-05,0.0362259129592695
8821,CLAIM 19,LodeClaim,UN,U,OR101790400,ORMC175399,384101,ORW02,160.6479545,19b95def-751a-46e0-866f-e69b718a462b,7.88168117651367E-05,0.0362723489717007
8822,CLAIM 19,LodeClaim,UN,U,OR101790400,ORMC175399,384101,ORW02,160.42082702,b7e17ba4-5b9d-465e-a36b-45d1fedddd4c,7.86942600825569E-05,0.0362383103461383
8823,CLAIM 20,LodeClaim,UN,U,OR101640498,ORMC175400,384101,ORW02,160.6479545,af0c36cd-6777-41ca-a0e6-502d7cb770a9,7.88168117651367E-05,0.0362723489717007
8824,CLAIM 20,LodeClaim,UN,U,OR101640498,ORMC175400,384101,ORW02,160.42082702,722b1d73-c764-4664-8f35-82975f95a85a,7.86942600825569E-05,0.0362383103461383
8825,CLAIM 21,LodeClaim,UN,U,OR101640499,ORMC175401,384101,ORW02,160.6479545,4dc6f3da-d45a-416c-9b45-e8976faf4f36,7.88168117651367E-05,0.0362723489717007
8826,ROBERTO III,PlacerClaim,UN,U,OR101639626,ORMC174440,384201,ORM00,160.64942395,8cdc07db-30fc-4297-8657-230caaf9e3ac,7.12881947038113E-05,0.034147285832556
8827,ROBERTO IV,PlacerClaim,UN,U,OR101639627,ORMC174441,384201,ORM00,101.65501802,db09fedd-1753-4ce1-838c-2e3408802c89,4.5114911699784E-05,0.0309445058983224
8828,NESBIT,LodeClaim,UN,U,OR101552151,ORMC176692,384101,ORM07,165.38720629,648abff3-8d50-4ec7-8807-4837bb6b3824,7.3424867423455E-05,0.0346074054023327
8829,NESBIT,LodeClaim,UN,U,OR101552151,ORMC176692,384101,ORM07,79.27040625,8b55dd8d-2bb4-4fac-9204-f40b99eeea1b,3.51913531630998E-05,0.0267960645349744
8830,BJ,PlacerClaim,UN,U,OR101559200,ORMC176765,384201,ORM00,160.94243705,b35c6323-3998-4e33-b87f-acf7918d5888,7.13855570211308E-05,0.0341839477472778
8831,TREASURE HILL #1,PlacerClaim,UN,U,OR101769696,ORMC176910,384201,ORM00,160.77687969,644fb9aa-aa16-45e3-9908-7db20966ae4d,7.13118702151405E-05,0.0341610350127053
8832,HP ZONE,PlacerClaim,UN,U,OR101720352,ORMC177613,384201,ORM00,160.77687969,7c5b8d11-2b32-42a1-807e-9316b8028dd2,7.13118702151405E-05,0.0341610350127053
8833,LIKENS MINE,LodeClaim,UN,U,OR101641693,ORMC174007,384101,ORM06,121.26154627,77741b8d-3d27-4695-86a5-91dc497d55a8,5.3708104587713E-05,0.0342093635104738
8834,QUARTZ 2,PlacerClaim,UN,U,OR101790335,ORMC174394,384201,ORM00,118.89055076,cf1376c0-2e99-4438-9b49-554455b59991,5.28731497979607E-05,0.0340011929464853
8835,LADYBUG 3,PlacerClaim,UN,U,OR101783574,ORMC174432,384201,ORM07,156.6754234,bc02fae0-e912-4519-a374-8a220e8a7ccf,6.9662984515162E-05,0.0337938575061284
8836,BONANZA BEND TWO,PlacerClaim,UN,U,OR101556915,ORMC176024,384201,ORM07,157.85347292,7ebf9e72-88d1-4a3f-ae13-b61d37e8d4a6,7.0186997163546E-05,0.0339059421114812
8837,QUARTZ 3,PlacerClaim,UN,U,OR101715328,ORMC176618,384201,ORM00,118.89055076,044b8699-100e-469e-b605-a733d1a5cdf4,5.28731497979607E-05,0.0340011929464853
8838,WS 240,PlacerClaim,UN,U,OR101783253,ORMC173891,384201,ORV04,161.6580267,5a3f9130-98fb-4a50-9253-2e81e034420e,7.33833976482856E-05,0.0346853551398143
8839,WS 241,PlacerClaim,UN,U,OR101783254,ORMC173892,384201,ORV04,161.6580267,00d13f9d-0edc-4d43-8c21-dc50f382bf4b,7.33833976482856E-05,0.0346853551398143
8840,WS 243,PlacerClaim,UN,U,OR101783256,ORMC173894,384201,ORV04,159.91172182,5f9169e6-c5b0-4d29-8406-f2cdbf142be9,7.25821359992551E-05,0.0344783233024526
8841,WS 244,PlacerClaim,UN,U,OR101783257,ORMC173895,384201,ORV04,159.91172182,a898906b-4c81-49a7-b048-8a7c3cbf4731,7.25821359992551E-05,0.0344783233024526
8842,WS 245,PlacerClaim,UN,U,OR101783258,ORMC173896,384201,ORV04,159.91172182,a2cb8c4c-2c08-41bb-baa0-a7a58e36a228,7.25821359992551E-05,0.0344783233024526
8843,WS 246,PlacerClaim,UN,U,OR101783259,ORMC173897,384201,ORV04,159.91172182,5d032d2e-e055-4e11-8390-d6fcdd4379e9,7.25821359992551E-05,0.0344783233024526
8844,WS 247,PlacerClaim,UN,U,OR101783260,ORMC173898,384201,ORV04,159.91172182,3f117331-01c4-4e8e-9ab9-e0a6c93f00de,7.25821359992551E-05,0.0344783233024526
8845,WS 248,PlacerClaim,UN,U,OR101783261,ORMC173899,384201,ORV04,159.91172182,d41f9aba-11e5-4f6f-9f41-1fa97424041f,7.25821359992551E-05,0.0344783233024526
8846,WS 249,PlacerClaim,UN,U,OR101783262,ORMC173900,384201,ORV04,159.91172182,94538e7b-bc6f-48a4-8289-289963fd942b,7.25821359992551E-05,0.0344783233024526
8847,WS 250,PlacerClaim,UN,U,OR101783263,ORMC173901,384201,ORV04,159.91172182,23f61174-43d2-4dbc-830e-0c81658cc62b,7.25821359992551E-05,0.0344783233024526
8848,WS 251,PlacerClaim,UN,U,OR101784422,ORMC173902,384201,ORV04,158.90492294,e39ab453-67d2-4fe2-b540-c1b22dfecb21,7.2108374297386E-05,0.0344448289098384
8849,WS 252,PlacerClaim,UN,U,OR101784423,ORMC173903,384201,ORV04,159.48925145,ba46daaa-b056-47bf-bd5e-29ada4e936bf,7.23648981875158E-05,0.0345101947195314
8850,WS 253,PlacerClaim,UN,U,OR101784424,ORMC173904,384201,ORV04,159.48925145,99d890ae-3fdf-4f4d-afda-e75fd7646f01,7.23648981875158E-05,0.0345101947195314
8851,WS 254,PlacerClaim,UN,U,OR101784425,ORMC173905,384201,ORV04,159.48925145,de9954bc-1b68-4563-8308-3443e59005fa,7.23648981875158E-05,0.0345101947195314
8852,WS 255,PlacerClaim,UN,U,OR101784426,ORMC173906,384201,ORV04,159.48925145,1312f47b-4862-4fcf-b559-7a6e31a56c49,7.23648981875158E-05,0.0345101947195314
8853,WS 256,PlacerClaim,UN,U,OR101784427,ORMC173907,384201,ORV04,159.48925145,2f3ff63b-b305-44ee-946d-c2632a00aae2,7.23648981875158E-05,0.0345101947195314
8854,FZ 1,LodeClaim,UN,U,OR101564412,ORMC174757,384101,ORV04,165.95435334,41f1fe62-e42e-4daa-bac3-6dbf53ce695b,7.49115392864041E-05,0.0350299338268612
8855,FROST 12,LodeClaim,UN,U,OR101564411,ORMC174756,384101,ORV04,161.72354695,ca17d0a2-fff0-4e40-a5d4-b6266d6fb426,7.29930061424966E-05,0.034615074665484
8856,FROST 12,LodeClaim,UN,U,OR101564411,ORMC174756,384101,ORV04,161.64951517,37760320-c0e5-4dce-884e-4c9f73556157,7.29595199118194E-05,0.0346086002529241
8857,SUCKER CREEK,PlacerClaim,UN,U,OR101475521,ORMC174355,384201,ORM07,156.95875633,e67851bc-0eff-4f9d-8de2-a556e2522881,6.92388853167358E-05,0.0336309531647576
8858,ENTERPRISE,PlacerClaim,UN,U,OR101642102,ORMC172862,384201,ORM00,80.27934303,f892e340-eb62-4ed5-937f-4abafbce2c12,3.5442438274913E-05,0.0268232500068014
8859,ENTERPRISE,PlacerClaim,UN,U,OR101642102,ORMC172862,384201,ORM00,80.20979654,5a0405f2-66cd-4f3e-8d83-5f9abe494d8b,3.54117087226768E-05,0.0268001807737262
8860,ENTERPRISE,PlacerClaim,UN,U,OR101642102,ORMC172862,384201,ORM00,160.12531776,4cd8f818-4953-4615-9781-617e2adaa0d5,7.06874889147002E-05,0.0340054757348183
8861,L3,LodeClaim,UN,U,OR101550411,ORMC174188,384101,ORM00,80.63580876,beeec8bb-5b74-4597-be04-98e589c489c9,3.55993734046933E-05,0.0268901822959791
8862,GOLDEN BEAR 10,PlacerClaim,UN,U,OR101783573,ORMC174431,384201,ORM00,161.36123504,2f825c9d-5b59-4d0c-aedb-de4801776935,7.12244782334892E-05,0.0341383223608481
8863,CRAZY GOLD STEEL,PlacerClaim,UN,U,OR101829089,ORMC177276,384201,ORM00,119.33321958,33b2835b-a182-48ed-9fca-efd99b2f4bf0,5.30649940628791E-05,0.0340526353069677
8864,PLUSH MINE,LodeClaim,UN,U,OR101853677,ORMC174045,384101,ORL05,82.35506068,8d6bd48f-8b71-4643-8d97-e3b3f8f39888,3.66102840416715E-05,0.0272240823817553
8865,CABOCHONES MINE,LodeClaim,UN,U,OR101737162,ORMC174129,384101,ORL05,82.35506068,8a6a01a0-367e-40e5-a95f-2627796a54de,3.66102840416715E-05,0.0272240823817553
8866,VAMPAGE MINE,LodeClaim,UN,U,OR101551682,ORMC174285,384101,ORL05,82.35506068,10e65c50-a73b-4184-b884-64a6e48776f7,3.66102840416715E-05,0.0272240823817553
8867,TRINITY,LodeClaim,UN,U,OR101784163,ORMC175496,384101,ORL05,82.51826428,eea4176d-b5b7-47d5-adf1-fe78503ce439,3.66831686733349E-05,0.0273198537642086
